,Well,Time step,unloading,stable production,restriction on production line,towards stable production
44504,W17,2841,0.0,1.0,0.0,0.0
44505,W7,3740,0.0,1.0,0.0,0.0
44506,W2,2422,0.0,1.0,0.0,0.0
44507,W17,271,1.0,0.0,0.0,0.0
44508,W16,590,1.0,0.0,0.0,0.0
44509,W10,486,1.0,0.0,0.0,0.0
44510,W16,842,1.0,0.0,0.0,0.0
44511,W8,5825,0.0,0.0,1.0,0.0
44512,W10,2146,0.0,0.0,0.0,1.0
44513,W3,2359,0.0,1.0,0.0,0.0
44514,W14,2689,0.0,1.0,0.0,0.0
44515,W2,3565,0.0,1.0,0.0,0.0
44516,W4,2839,0.0,0.0,1.0,0.0
44517,W10,706,1.0,0.0,0.0,0.0
44518,W14,3514,0.0,1.0,0.0,0.0
44519,W9,1202,1.0,0.0,0.0,0.0
44520,W10,1432,0.0,0.0,0.0,1.0
44521,W19,3984,0.0,1.0,0.0,0.0
44522,W14,3144,0.0,1.0,0.0,0.0
44523,W17,4606,0.0,1.0,0.0,0.0
44524,W12,2286,0.0,1.0,0.0,0.0
44525,W13,3415,0.0,1.0,0.0,0.0
44526,W14,2462,0.0,1.0,0.0,0.0
44527,W5,5031,0.0,1.0,0.0,0.0
44528,W2,2393,0.0,1.0,0.0,0.0
44529,W4,640,1.0,0.0,0.0,0.0
44530,W8,5740,0.0,0.0,1.0,0.0
44531,W3,238,1.0,0.0,0.0,0.0
44532,W15,1206,1.0,0.0,0.0,0.0
44533,W15,2288,0.0,1.0,0.0,0.0
44534,W14,2120,0.0,1.0,0.0,0.0
44535,W19,3662,0.0,1.0,0.0,0.0
44536,W17,4922,0.0,1.0,0.0,0.0
44537,W3,1198,1.0,0.0,0.0,0.0
44538,W15,1627,0.0,1.0,0.0,0.0
44539,W11,641,1.0,0.0,0.0,0.0
44540,W12,1628,0.0,0.0,0.0,1.0
44541,W17,2269,0.0,1.0,0.0,0.0
44542,W19,1160,1.0,0.0,0.0,0.0
44543,W5,4492,0.0,1.0,0.0,0.0
44544,W19,3778,0.0,1.0,0.0,0.0
44545,W14,5984,0.0,1.0,0.0,0.0
44546,W14,5856,0.0,1.0,0.0,0.0
44547,W18,1817,0.0,1.0,0.0,0.0
44548,W9,675,1.0,0.0,0.0,0.0
44549,W7,3806,0.0,1.0,0.0,0.0
44550,W16,417,1.0,0.0,0.0,0.0
44551,W9,1895,0.0,0.0,0.0,1.0
44552,W14,3347,0.0,1.0,0.0,0.0
44553,W20,2515,0.0,1.0,0.0,0.0
44554,W12,2189,0.0,1.0,0.0,0.0
44555,W16,882,1.0,0.0,0.0,0.0
44556,W10,1701,0.0,0.0,0.0,1.0
44557,W13,2292,0.0,1.0,0.0,0.0
44558,W13,4430,0.0,1.0,0.0,0.0
44559,W15,4325,0.0,1.0,0.0,0.0
44560,W20,728,1.0,0.0,0.0,0.0
44561,W15,2012,0.0,0.0,0.0,1.0
44562,W16,2490,0.0,1.0,0.0,0.0
44563,W15,3755,0.0,1.0,0.0,0.0
44564,W20,1969,0.0,1.0,0.0,0.0
44565,W7,2474,0.0,1.0,0.0,0.0
44566,W9,1894,0.0,0.0,0.0,1.0
44567,W19,1785,0.0,1.0,0.0,0.0
44568,W5,215,1.0,0.0,0.0,0.0
44569,W11,517,1.0,0.0,0.0,0.0
44570,W10,793,1.0,0.0,0.0,0.0
44571,W5,3332,0.0,1.0,0.0,0.0
44572,W9,2109,0.0,0.0,0.0,1.0
44573,W16,3308,0.0,1.0,0.0,0.0
44574,W2,1390,0.0,0.0,0.0,1.0
44575,W9,1305,1.0,0.0,0.0,0.0
44576,W12,1336,1.0,0.0,0.0,0.0
44577,W18,1570,0.0,1.0,0.0,0.0
44578,W8,851,1.0,0.0,0.0,0.0
44579,W3,302,1.0,0.0,0.0,0.0
44580,W7,573,1.0,0.0,0.0,0.0
44581,W19,2678,0.0,1.0,0.0,0.0
44582,W14,5386,0.0,1.0,0.0,0.0
44583,W18,182,1.0,0.0,0.0,0.0
44584,W15,4791,0.0,1.0,0.0,0.0
44585,W3,687,1.0,0.0,0.0,0.0
44586,W2,3268,0.0,1.0,0.0,0.0
44587,W20,2233,0.0,1.0,0.0,0.0
44588,W12,2124,0.0,1.0,0.0,0.0
44589,W16,2850,0.0,1.0,0.0,0.0
44590,W3,2579,0.0,1.0,0.0,0.0
44591,W3,1592,0.0,0.0,0.0,1.0
44592,W12,2113,0.0,1.0,0.0,0.0
44593,W4,2509,0.0,0.0,1.0,0.0
44594,W12,603,1.0,0.0,0.0,0.0
44595,W17,3011,0.0,1.0,0.0,0.0
44596,W18,3306,0.0,1.0,0.0,0.0
44597,W2,601,1.0,0.0,0.0,0.0
44598,W7,1756,0.0,1.0,0.0,0.0
44599,W10,1000,1.0,0.0,0.0,0.0
44600,W8,236,1.0,0.0,0.0,0.0
44601,W8,2081,0.0,0.0,1.0,0.0
44602,W5,2179,0.0,0.0,0.0,1.0
44603,W3,1629,0.0,0.0,0.0,1.0
44604,W16,1002,1.0,0.0,0.0,0.0
44605,W18,976,1.0,0.0,0.0,0.0
44606,W8,3374,0.0,0.0,1.0,0.0
44607,W2,2354,0.0,1.0,0.0,0.0
44608,W2,1518,0.0,0.0,0.0,1.0
44609,W19,3998,0.0,1.0,0.0,0.0
44610,W9,1254,1.0,0.0,0.0,0.0
44611,W19,4679,0.0,1.0,0.0,0.0
44612,W16,2347,0.0,1.0,0.0,0.0
44613,W19,877,1.0,0.0,0.0,0.0
44614,W19,851,1.0,0.0,0.0,0.0
44615,W19,4987,0.0,1.0,0.0,0.0
44616,W14,2740,0.0,1.0,0.0,0.0
44617,W14,2112,0.0,1.0,0.0,0.0
44618,W19,1321,1.0,0.0,0.0,0.0
44619,W20,1533,0.0,1.0,0.0,0.0
44620,W19,4420,0.0,1.0,0.0,0.0
44621,W3,3836,0.0,1.0,0.0,0.0
44622,W9,2270,0.0,1.0,0.0,0.0
44623,W2,2961,0.0,1.0,0.0,0.0
44624,W2,238,1.0,0.0,0.0,0.0
44625,W10,2196,0.0,1.0,0.0,0.0
44626,W9,148,1.0,0.0,0.0,0.0
44627,W17,2451,0.0,1.0,0.0,0.0
44628,W2,2259,0.0,1.0,0.0,0.0
44629,W13,1466,0.0,0.0,0.0,1.0
44630,W19,4041,0.0,1.0,0.0,0.0
44631,W11,294,1.0,0.0,0.0,0.0
44632,W10,1962,0.0,0.0,0.0,1.0
44633,W10,2680,0.0,1.0,0.0,0.0
44634,W16,4607,0.0,1.0,0.0,0.0
44635,W8,5219,0.0,0.0,1.0,0.0
44636,W5,3246,0.0,1.0,0.0,0.0
44637,W12,2573,0.0,1.0,0.0,0.0
44638,W5,920,1.0,0.0,0.0,0.0
44639,W17,4615,0.0,1.0,0.0,0.0
44640,W20,1358,0.0,0.0,0.0,1.0
44641,W20,1130,1.0,0.0,0.0,0.0
44642,W7,3469,0.0,1.0,0.0,0.0
44643,W16,3835,0.0,1.0,0.0,0.0
44644,W16,509,1.0,0.0,0.0,0.0
44645,W8,4177,0.0,0.0,1.0,0.0
44646,W16,3806,0.0,1.0,0.0,0.0
44647,W17,3484,0.0,1.0,0.0,0.0
44648,W11,2203,0.0,1.0,0.0,0.0
44649,W15,161,1.0,0.0,0.0,0.0
44650,W16,2674,0.0,1.0,0.0,0.0
44651,W20,335,1.0,0.0,0.0,0.0
44652,W9,3159,0.0,1.0,0.0,0.0
44653,W3,217,1.0,0.0,0.0,0.0
44654,W13,2063,0.0,0.0,0.0,1.0
44655,W8,4264,0.0,0.0,1.0,0.0
44656,W19,1189,1.0,0.0,0.0,0.0
44657,W3,2314,0.0,1.0,0.0,0.0
44658,W20,167,1.0,0.0,0.0,0.0
44659,W2,986,1.0,0.0,0.0,0.0
44660,W7,2553,0.0,1.0,0.0,0.0
44661,W4,471,1.0,0.0,0.0,0.0
44662,W18,2501,0.0,1.0,0.0,0.0
44663,W2,4574,0.0,1.0,0.0,0.0
44664,W16,3396,0.0,1.0,0.0,0.0
44665,W18,758,1.0,0.0,0.0,0.0
44666,W11,646,1.0,0.0,0.0,0.0
44667,W19,4419,0.0,1.0,0.0,0.0
44668,W8,6364,0.0,0.0,1.0,0.0
44669,W18,1623,0.0,1.0,0.0,0.0
44670,W16,807,1.0,0.0,0.0,0.0
44671,W11,182,1.0,0.0,0.0,0.0
44672,W9,3142,0.0,1.0,0.0,0.0
44673,W17,2960,0.0,1.0,0.0,0.0
44674,W7,2730,0.0,1.0,0.0,0.0
44675,W13,2390,0.0,1.0,0.0,0.0
44676,W15,1900,0.0,0.0,0.0,1.0
44677,W19,1150,1.0,0.0,0.0,0.0
44678,W14,3999,0.0,1.0,0.0,0.0
44679,W7,1769,0.0,1.0,0.0,0.0
44680,W8,4556,0.0,0.0,1.0,0.0
44681,W8,4671,0.0,0.0,1.0,0.0
44682,W4,1718,0.0,0.0,1.0,0.0
44683,W19,4094,0.0,1.0,0.0,0.0
44684,W17,2878,0.0,1.0,0.0,0.0
44685,W8,4421,0.0,0.0,1.0,0.0
44686,W19,1593,0.0,1.0,0.0,0.0
44687,W5,1439,0.0,0.0,0.0,1.0
44688,W19,599,1.0,0.0,0.0,0.0
44689,W5,1360,0.0,0.0,0.0,1.0
44690,W4,140,1.0,0.0,0.0,0.0
44691,W17,2813,0.0,1.0,0.0,0.0
44692,W7,728,1.0,0.0,0.0,0.0
44693,W16,2890,0.0,1.0,0.0,0.0
44694,W17,4535,0.0,1.0,0.0,0.0
44695,W15,2390,0.0,1.0,0.0,0.0
44696,W9,1869,0.0,0.0,0.0,1.0
44697,W20,2541,0.0,1.0,0.0,0.0
44698,W14,985,1.0,0.0,0.0,0.0
44699,W17,3289,0.0,1.0,0.0,0.0
44700,W8,3534,0.0,0.0,1.0,0.0
44701,W3,1134,1.0,0.0,0.0,0.0
44702,W5,4185,0.0,1.0,0.0,0.0
44703,W5,3675,0.0,1.0,0.0,0.0
44704,W5,3379,0.0,1.0,0.0,0.0
44705,W13,2746,0.0,1.0,0.0,0.0
44706,W9,2567,0.0,1.0,0.0,0.0
44707,W9,493,1.0,0.0,0.0,0.0
44708,W13,216,1.0,0.0,0.0,0.0
44709,W15,2822,0.0,1.0,0.0,0.0
44710,W20,1219,1.0,0.0,0.0,0.0
44711,W12,2096,0.0,1.0,0.0,0.0
44712,W4,129,1.0,0.0,0.0,0.0
44713,W2,2424,0.0,1.0,0.0,0.0
44714,W12,682,1.0,0.0,0.0,0.0
44715,W3,2427,0.0,1.0,0.0,0.0
44716,W14,4917,0.0,1.0,0.0,0.0
44717,W7,1373,0.0,0.0,0.0,1.0
44718,W10,482,1.0,0.0,0.0,0.0
44719,W8,1216,1.0,0.0,0.0,0.0
44720,W14,5693,0.0,1.0,0.0,0.0
44721,W14,1395,0.0,0.0,0.0,1.0
44722,W14,3605,0.0,1.0,0.0,0.0
44723,W15,4856,0.0,1.0,0.0,0.0
44724,W8,2230,0.0,0.0,1.0,0.0
44725,W4,2208,0.0,0.0,1.0,0.0
44726,W4,1838,0.0,0.0,1.0,0.0
44727,W5,4995,0.0,1.0,0.0,0.0
44728,W7,1172,1.0,0.0,0.0,0.0
44729,W9,1673,0.0,0.0,0.0,1.0
44730,W20,1673,0.0,1.0,0.0,0.0
44731,W13,402,1.0,0.0,0.0,0.0
44732,W11,2408,0.0,1.0,0.0,0.0
44733,W13,2285,0.0,1.0,0.0,0.0
44734,W19,3614,0.0,1.0,0.0,0.0
44735,W11,1069,1.0,0.0,0.0,0.0
44736,W9,2049,0.0,0.0,0.0,1.0
44737,W19,1577,0.0,1.0,0.0,0.0
44738,W9,3646,0.0,1.0,0.0,0.0
44739,W11,486,1.0,0.0,0.0,0.0
44740,W11,470,1.0,0.0,0.0,0.0
44741,W17,1216,1.0,0.0,0.0,0.0
44742,W14,1834,0.0,0.0,0.0,1.0
44743,W11,1955,0.0,1.0,0.0,0.0
44744,W8,5092,0.0,0.0,1.0,0.0
44745,W15,463,1.0,0.0,0.0,0.0
44746,W8,2668,0.0,0.0,1.0,0.0
44747,W7,419,1.0,0.0,0.0,0.0
44748,W3,242,1.0,0.0,0.0,0.0
44749,W7,854,1.0,0.0,0.0,0.0
44750,W8,4929,0.0,0.0,1.0,0.0
44751,W8,5323,0.0,0.0,1.0,0.0
44752,W2,1750,0.0,0.0,0.0,1.0
44753,W19,2175,0.0,1.0,0.0,0.0
44754,W7,487,1.0,0.0,0.0,0.0
44755,W15,3863,0.0,1.0,0.0,0.0
44756,W11,1784,0.0,1.0,0.0,0.0
44757,W9,296,1.0,0.0,0.0,0.0
44758,W11,1091,1.0,0.0,0.0,0.0
44759,W13,991,1.0,0.0,0.0,0.0
44760,W7,3519,0.0,1.0,0.0,0.0
44761,W16,2265,0.0,1.0,0.0,0.0
44762,W5,3778,0.0,1.0,0.0,0.0
44763,W17,3497,0.0,1.0,0.0,0.0
44764,W17,3568,0.0,1.0,0.0,0.0
44765,W15,1917,0.0,0.0,0.0,1.0
44766,W20,1184,1.0,0.0,0.0,0.0
44767,W19,4178,0.0,1.0,0.0,0.0
44768,W5,4988,0.0,1.0,0.0,0.0
44769,W16,3212,0.0,1.0,0.0,0.0
44770,W17,4244,0.0,1.0,0.0,0.0
44771,W14,2479,0.0,1.0,0.0,0.0
44772,W18,3721,0.0,1.0,0.0,0.0
44773,W8,1176,1.0,0.0,0.0,0.0
44774,W15,1192,1.0,0.0,0.0,0.0
44775,W13,4461,0.0,1.0,0.0,0.0
44776,W14,391,1.0,0.0,0.0,0.0
44777,W18,3243,0.0,1.0,0.0,0.0
44778,W18,3352,0.0,1.0,0.0,0.0
44779,W8,2666,0.0,0.0,1.0,0.0
44780,W13,3474,0.0,1.0,0.0,0.0
44781,W12,2008,0.0,1.0,0.0,0.0
44782,W10,1418,0.0,0.0,0.0,1.0
44783,W16,1350,0.0,0.0,0.0,1.0
44784,W8,3802,0.0,0.0,1.0,0.0
44785,W3,2957,0.0,1.0,0.0,0.0
44786,W18,375,1.0,0.0,0.0,0.0
44787,W15,2737,0.0,1.0,0.0,0.0
44788,W7,3622,0.0,1.0,0.0,0.0
44789,W3,1009,1.0,0.0,0.0,0.0
44790,W4,1175,1.0,0.0,0.0,0.0
44791,W2,1130,1.0,0.0,0.0,0.0
44792,W13,1847,0.0,0.0,0.0,1.0
44793,W7,239,1.0,0.0,0.0,0.0
44794,W19,3417,0.0,1.0,0.0,0.0
44795,W15,4742,0.0,1.0,0.0,0.0
44796,W15,3335,0.0,1.0,0.0,0.0
44797,W15,4655,0.0,1.0,0.0,0.0
44798,W20,2538,0.0,1.0,0.0,0.0
44799,W8,3488,0.0,0.0,1.0,0.0
44800,W9,248,1.0,0.0,0.0,0.0
44801,W8,1086,1.0,0.0,0.0,0.0
44802,W17,2238,0.0,1.0,0.0,0.0
44803,W4,538,1.0,0.0,0.0,0.0
44804,W15,2627,0.0,1.0,0.0,0.0
44805,W14,3154,0.0,1.0,0.0,0.0
44806,W5,3209,0.0,1.0,0.0,0.0
44807,W17,994,1.0,0.0,0.0,0.0
44808,W12,2685,0.0,1.0,0.0,0.0
44809,W8,2709,0.0,0.0,1.0,0.0
44810,W15,2352,0.0,1.0,0.0,0.0
44811,W8,1914,0.0,0.0,1.0,0.0
44812,W15,1818,0.0,1.0,0.0,0.0
44813,W4,3063,0.0,0.0,1.0,0.0
44814,W16,970,1.0,0.0,0.0,0.0
44815,W2,1858,0.0,0.0,0.0,1.0
44816,W8,2993,0.0,0.0,1.0,0.0
44817,W2,1778,0.0,0.0,0.0,1.0
44818,W17,1613,0.0,1.0,0.0,0.0
44819,W9,2445,0.0,1.0,0.0,0.0
44820,W2,1553,0.0,0.0,0.0,1.0
44821,W10,2296,0.0,1.0,0.0,0.0
44822,W14,1256,1.0,0.0,0.0,0.0
44823,W14,5569,0.0,1.0,0.0,0.0
44824,W14,2944,0.0,1.0,0.0,0.0
44825,W14,3809,0.0,1.0,0.0,0.0
44826,W20,211,1.0,0.0,0.0,0.0
44827,W10,1047,1.0,0.0,0.0,0.0
44828,W14,266,1.0,0.0,0.0,0.0
44829,W13,3985,0.0,1.0,0.0,0.0
44830,W12,1831,0.0,1.0,0.0,0.0
44831,W5,1152,1.0,0.0,0.0,0.0
44832,W11,896,1.0,0.0,0.0,0.0
44833,W15,2979,0.0,1.0,0.0,0.0
44834,W2,2283,0.0,1.0,0.0,0.0
44835,W17,1200,1.0,0.0,0.0,0.0
44836,W17,3190,0.0,1.0,0.0,0.0
44837,W3,1941,0.0,1.0,0.0,0.0
44838,W18,2691,0.0,1.0,0.0,0.0
44839,W10,1342,1.0,0.0,0.0,0.0
44840,W18,1411,0.0,0.0,0.0,1.0
44841,W20,380,1.0,0.0,0.0,0.0
44842,W10,2240,0.0,1.0,0.0,0.0
44843,W14,360,1.0,0.0,0.0,0.0
44844,W3,1191,1.0,0.0,0.0,0.0
44845,W11,1239,1.0,0.0,0.0,0.0
44846,W7,2687,0.0,1.0,0.0,0.0
44847,W10,720,1.0,0.0,0.0,0.0
44848,W14,4782,0.0,1.0,0.0,0.0
44849,W18,1900,0.0,1.0,0.0,0.0
44850,W15,778,1.0,0.0,0.0,0.0
44851,W12,1120,1.0,0.0,0.0,0.0
44852,W5,3221,0.0,1.0,0.0,0.0
44853,W7,2502,0.0,1.0,0.0,0.0
44854,W9,1549,0.0,0.0,0.0,1.0
44855,W5,2248,0.0,0.0,0.0,1.0
44856,W3,2866,0.0,1.0,0.0,0.0
44857,W5,662,1.0,0.0,0.0,0.0
44858,W2,3214,0.0,1.0,0.0,0.0
44859,W8,2526,0.0,0.0,1.0,0.0
44860,W3,2020,0.0,1.0,0.0,0.0
44861,W17,1195,1.0,0.0,0.0,0.0
44862,W14,6285,0.0,1.0,0.0,0.0
44863,W3,1195,1.0,0.0,0.0,0.0
44864,W14,895,1.0,0.0,0.0,0.0
44865,W7,2051,0.0,1.0,0.0,0.0
44866,W9,721,1.0,0.0,0.0,0.0
44867,W7,1726,0.0,1.0,0.0,0.0
44868,W8,2291,0.0,0.0,1.0,0.0
44869,W19,5215,0.0,1.0,0.0,0.0
44870,W19,723,1.0,0.0,0.0,0.0
44871,W3,3918,0.0,1.0,0.0,0.0
44872,W18,204,1.0,0.0,0.0,0.0
44873,W3,1606,0.0,0.0,0.0,1.0
44874,W14,2759,0.0,1.0,0.0,0.0
44875,W20,1613,0.0,1.0,0.0,0.0
44876,W3,2285,0.0,1.0,0.0,0.0
44877,W20,881,1.0,0.0,0.0,0.0
44878,W12,2639,0.0,1.0,0.0,0.0
44879,W13,3665,0.0,1.0,0.0,0.0
44880,W18,4042,0.0,1.0,0.0,0.0
44881,W14,592,1.0,0.0,0.0,0.0
44882,W16,276,1.0,0.0,0.0,0.0
44883,W17,780,1.0,0.0,0.0,0.0
44884,W3,1379,0.0,0.0,0.0,1.0
44885,W19,4055,0.0,1.0,0.0,0.0
44886,W18,3441,0.0,1.0,0.0,0.0
44887,W16,3115,0.0,1.0,0.0,0.0
44888,W19,1404,0.0,0.0,0.0,1.0
44889,W7,1971,0.0,1.0,0.0,0.0
44890,W18,408,1.0,0.0,0.0,0.0
44891,W4,2060,0.0,0.0,1.0,0.0
44892,W11,948,1.0,0.0,0.0,0.0
44893,W2,493,1.0,0.0,0.0,0.0
44894,W8,5819,0.0,0.0,1.0,0.0
44895,W11,644,1.0,0.0,0.0,0.0
44896,W9,2470,0.0,1.0,0.0,0.0
44897,W18,2323,0.0,1.0,0.0,0.0
44898,W18,3025,0.0,1.0,0.0,0.0
44899,W20,782,1.0,0.0,0.0,0.0
44900,W18,585,1.0,0.0,0.0,0.0
44901,W8,1677,0.0,0.0,1.0,0.0
44902,W3,359,1.0,0.0,0.0,0.0
44903,W19,891,1.0,0.0,0.0,0.0
44904,W12,145,1.0,0.0,0.0,0.0
44905,W14,3026,0.0,1.0,0.0,0.0
44906,W8,577,1.0,0.0,0.0,0.0
44907,W14,3285,0.0,1.0,0.0,0.0
44908,W5,3357,0.0,1.0,0.0,0.0
44909,W14,4139,0.0,1.0,0.0,0.0
44910,W5,3008,0.0,1.0,0.0,0.0
44911,W5,3593,0.0,1.0,0.0,0.0
44912,W16,3023,0.0,1.0,0.0,0.0
44913,W17,800,1.0,0.0,0.0,0.0
44914,W2,1776,0.0,0.0,0.0,1.0
44915,W10,1662,0.0,0.0,0.0,1.0
44916,W16,3980,0.0,1.0,0.0,0.0
44917,W7,3510,0.0,1.0,0.0,0.0
44918,W14,3174,0.0,1.0,0.0,0.0
44919,W13,737,1.0,0.0,0.0,0.0
44920,W3,2217,0.0,1.0,0.0,0.0
44921,W13,4552,0.0,1.0,0.0,0.0
44922,W15,5057,0.0,1.0,0.0,0.0
44923,W13,2972,0.0,1.0,0.0,0.0
44924,W4,180,1.0,0.0,0.0,0.0
44925,W17,778,1.0,0.0,0.0,0.0
44926,W3,1457,0.0,0.0,0.0,1.0
44927,W9,2226,0.0,0.0,0.0,1.0
44928,W17,2149,0.0,1.0,0.0,0.0
44929,W16,4301,0.0,1.0,0.0,0.0
44930,W10,1544,0.0,0.0,0.0,1.0
44931,W9,3243,0.0,1.0,0.0,0.0
44932,W20,2173,0.0,1.0,0.0,0.0
44933,W14,4063,0.0,1.0,0.0,0.0
44934,W13,2276,0.0,1.0,0.0,0.0
44935,W4,1073,1.0,0.0,0.0,0.0
44936,W10,2926,0.0,1.0,0.0,0.0
44937,W17,759,1.0,0.0,0.0,0.0
44938,W5,2156,0.0,0.0,0.0,1.0
44939,W4,3015,0.0,0.0,1.0,0.0
44940,W18,2312,0.0,1.0,0.0,0.0
44941,W15,1149,1.0,0.0,0.0,0.0
44942,W10,222,1.0,0.0,0.0,0.0
44943,W8,1382,0.0,0.0,1.0,0.0
44944,W9,711,1.0,0.0,0.0,0.0
44945,W13,3509,0.0,1.0,0.0,0.0
44946,W5,498,1.0,0.0,0.0,0.0
44947,W16,4511,0.0,1.0,0.0,0.0
44948,W19,3955,0.0,1.0,0.0,0.0
44949,W14,5292,0.0,1.0,0.0,0.0
44950,W16,3393,0.0,1.0,0.0,0.0
44951,W13,2045,0.0,1.0,0.0,0.0
44952,W18,517,1.0,0.0,0.0,0.0
44953,W9,147,1.0,0.0,0.0,0.0
44954,W2,2847,0.0,1.0,0.0,0.0
44955,W10,2507,0.0,1.0,0.0,0.0
44956,W15,2598,0.0,1.0,0.0,0.0
44957,W2,666,1.0,0.0,0.0,0.0
44958,W18,3513,0.0,1.0,0.0,0.0
44959,W8,6091,0.0,0.0,1.0,0.0
44960,W18,1024,1.0,0.0,0.0,0.0
44961,W9,176,1.0,0.0,0.0,0.0
44962,W15,1852,0.0,1.0,0.0,0.0
44963,W19,2733,0.0,1.0,0.0,0.0
44964,W5,2781,0.0,1.0,0.0,0.0
44965,W20,139,1.0,0.0,0.0,0.0
44966,W16,2042,0.0,1.0,0.0,0.0
44967,W10,1871,0.0,0.0,0.0,1.0
44968,W15,1101,1.0,0.0,0.0,0.0
44969,W9,1891,0.0,0.0,0.0,1.0
44970,W19,3464,0.0,1.0,0.0,0.0
44971,W10,1690,0.0,0.0,0.0,1.0
44972,W8,5035,0.0,0.0,1.0,0.0
44973,W18,455,1.0,0.0,0.0,0.0
44974,W14,3633,0.0,1.0,0.0,0.0
44975,W18,2790,0.0,1.0,0.0,0.0
44976,W2,1890,0.0,0.0,0.0,1.0
44977,W15,834,1.0,0.0,0.0,0.0
44978,W5,5045,0.0,1.0,0.0,0.0
44979,W13,2191,0.0,1.0,0.0,0.0
44980,W16,1956,0.0,1.0,0.0,0.0
44981,W14,1729,0.0,0.0,0.0,1.0
44982,W8,902,1.0,0.0,0.0,0.0
44983,W12,2481,0.0,1.0,0.0,0.0
44984,W10,1046,1.0,0.0,0.0,0.0
44985,W17,4016,0.0,1.0,0.0,0.0
44986,W20,2761,0.0,1.0,0.0,0.0
44987,W3,3041,0.0,1.0,0.0,0.0
44988,W14,2866,0.0,1.0,0.0,0.0
44989,W12,2564,0.0,1.0,0.0,0.0
44990,W17,5199,0.0,1.0,0.0,0.0
44991,W20,2873,0.0,1.0,0.0,0.0
44992,W19,4916,0.0,1.0,0.0,0.0
44993,W12,1953,0.0,1.0,0.0,0.0
44994,W13,3229,0.0,1.0,0.0,0.0
44995,W17,4580,0.0,1.0,0.0,0.0
44996,W4,3094,0.0,0.0,1.0,0.0
44997,W13,1351,0.0,0.0,0.0,1.0
44998,W7,1388,0.0,0.0,0.0,1.0
44999,W17,3259,0.0,1.0,0.0,0.0
45000,W12,2172,0.0,1.0,0.0,0.0
45001,W18,3768,0.0,1.0,0.0,0.0
45002,W16,1400,0.0,0.0,0.0,1.0
45003,W9,185,1.0,0.0,0.0,0.0
45004,W14,4532,0.0,1.0,0.0,0.0
45005,W9,3346,0.0,1.0,0.0,0.0
45006,W10,972,1.0,0.0,0.0,0.0
45007,W17,1623,0.0,1.0,0.0,0.0
45008,W8,3825,0.0,0.0,1.0,0.0
45009,W15,1445,0.0,0.0,0.0,1.0
45010,W15,2997,0.0,1.0,0.0,0.0
45011,W20,2100,0.0,1.0,0.0,0.0
45012,W7,3925,0.0,1.0,0.0,0.0
45013,W3,1899,0.0,1.0,0.0,0.0
45014,W13,1129,1.0,0.0,0.0,0.0
45015,W2,3584,0.0,1.0,0.0,0.0
45016,W17,1754,0.0,1.0,0.0,0.0
45017,W19,2317,0.0,1.0,0.0,0.0
45018,W5,5069,0.0,1.0,0.0,0.0
45019,W7,137,1.0,0.0,0.0,0.0
45020,W7,3158,0.0,1.0,0.0,0.0
45021,W11,2406,0.0,1.0,0.0,0.0
45022,W8,1616,0.0,0.0,1.0,0.0
45023,W8,344,1.0,0.0,0.0,0.0
45024,W8,221,1.0,0.0,0.0,0.0
45025,W14,2233,0.0,1.0,0.0,0.0
45026,W11,291,1.0,0.0,0.0,0.0
45027,W15,891,1.0,0.0,0.0,0.0
45028,W20,2386,0.0,1.0,0.0,0.0
45029,W18,1400,0.0,0.0,0.0,1.0
45030,W9,3088,0.0,1.0,0.0,0.0
45031,W3,1383,0.0,0.0,0.0,1.0
45032,W13,2545,0.0,1.0,0.0,0.0
45033,W5,801,1.0,0.0,0.0,0.0
45034,W16,4102,0.0,1.0,0.0,0.0
45035,W8,3272,0.0,0.0,1.0,0.0
45036,W15,958,1.0,0.0,0.0,0.0
45037,W8,3360,0.0,0.0,1.0,0.0
45038,W2,3855,0.0,1.0,0.0,0.0
45039,W12,1474,0.0,0.0,0.0,1.0
45040,W14,2468,0.0,1.0,0.0,0.0
45041,W19,3236,0.0,1.0,0.0,0.0
45042,W19,2892,0.0,1.0,0.0,0.0
45043,W15,3736,0.0,1.0,0.0,0.0
45044,W5,1277,1.0,0.0,0.0,0.0
45045,W2,3552,0.0,1.0,0.0,0.0
45046,W8,597,1.0,0.0,0.0,0.0
45047,W18,2922,0.0,1.0,0.0,0.0
45048,W17,4747,0.0,1.0,0.0,0.0
45049,W16,1001,1.0,0.0,0.0,0.0
45050,W8,4485,0.0,0.0,1.0,0.0
45051,W19,5495,0.0,1.0,0.0,0.0
45052,W19,1509,0.0,1.0,0.0,0.0
45053,W15,5083,0.0,1.0,0.0,0.0
45054,W7,1154,1.0,0.0,0.0,0.0
45055,W3,2038,0.0,1.0,0.0,0.0
45056,W14,465,1.0,0.0,0.0,0.0
45057,W12,2038,0.0,1.0,0.0,0.0
45058,W19,3280,0.0,1.0,0.0,0.0
45059,W8,2929,0.0,0.0,1.0,0.0
45060,W16,3512,0.0,1.0,0.0,0.0
45061,W18,527,1.0,0.0,0.0,0.0
45062,W9,2760,0.0,1.0,0.0,0.0
45063,W18,830,1.0,0.0,0.0,0.0
45064,W5,2144,0.0,0.0,0.0,1.0
45065,W5,992,1.0,0.0,0.0,0.0
45066,W17,1187,1.0,0.0,0.0,0.0
